Folate	K01495	K09007	K01077	K01113	K08310	K13940	K01633	K00950	K00796	K13941	K11754	K00287	K14652	K01737
Cobalamin	K00798	K02232	K02225	K02227	K02231	K00768	K02226	K02233
Riboflavin	K01497	K14652	K01498	K00082	K11752	K02858	K00794	K00793	K00861	K11753
B6	K03472	K03473	K00831	K00097	K03474	K00275
Biotin	K00652	K00833	K01935	K01012	K01906
Thiamine	K03147	K00877	K00941	K14153	K00878	K14154	K00788	K00946
